timestamp,x,y,orientation,speed,angular_speed,speed_cmd,steering_angle
1723044355.4062219,,,,0.0,0.0,,
1723044355.4083133,,,,0.0,0.0,,
1723044355.4107,0.017314509524566833,0.009971222620483122,-0.001162385354130958,,,,
1723044355.4122765,,,,0.0,0.0,,
1723044355.4182286,,,,0.0,0.0,,
1723044355.420283,,,,0.0,0.0,,
1723044355.4252007,,,,0.0,0.0,,
1723044355.4296012,,,,0.0,0.0,,
1723044355.435082,,,,0.0,0.0,,
1723044355.437003,,,,0.0,0.0,,
1723044355.4402292,,,,0.0,0.0,,
1723044355.4477897,,,,0.0,0.0,,
1723044355.4495196,,,,0.0,0.0,,
1723044355.4512067,0.022486207978355523,0.01042162227902944,3.6550181113458744e-05,,,,
1723044355.4565613,,,,0.0,0.0,,
1723044355.4602242,,,,0.0,0.0,,
1723044355.4638457,0.01793020344669401,0.010798344005826289,-0.0019385043045130562,,,,
1723044355.4648552,,,,0.0,0.0,,
1723044355.4708846,,,,0.0,0.0,,
1723044355.4725902,,,,0.0,0.0,,
1723044355.4762712,,,,0.0,0.0,,
1723044355.4803815,,,,0.0,0.0,,
1723044355.4842527,,,,0.0,0.0,,
1723044355.4872882,0.013463236132857472,0.013442888945864139,-0.003692575729687309,,,,
1723044355.488408,,,,0.0,0.0,,
1723044355.4922235,,,,0.0,0.0,,
1723044355.4962208,,,,0.0,0.0,,
1723044355.499017,0.013486887308898169,0.010596066465779373,-0.00046562726031875796,,,,
1723044355.5002573,,,,0.0,0.0,,
1723044355.5056233,,,,0.0,0.0,,
1723044355.5082943,,,,0.0,0.0,,
1723044355.5122435,,,,0.0,0.0,,
1723044355.5162485,,,,0.0,0.0,,
1723044355.5242825,,,,0.0,0.0,,
1723044355.5256152,0.013125807770385026,0.013371263923727995,-0.0023843140593398323,,,,
1723044355.5360742,,,,0.0,0.0,,
1723044355.5431895,0.009514097468580856,0.01199763214350377,-0.0019112726875987424,,,,
1723044355.5434477,,,,0.0,0.0,,
1723044355.5444832,,,,0.0,0.0,,
1723044355.5483751,,,,0.0,0.0,,
1723044355.552286,,,,0.0,0.0,,
1723044355.5562956,,,,0.0,0.0,,
1723044355.5602217,,,,0.0,0.0,,
1723044355.5642586,,,,0.0,0.0,,
1723044355.5683846,,,,0.0,0.0,,
1723044355.5722642,,,,0.0,0.0,,
1723044355.5762398,,,,0.0,0.0,,
1723044355.5802183,,,,0.0,0.0,,
1723044355.583422,0.015219647555512968,0.010924377438229512,-0.0007793683757715503,,,,
1723044355.584241,,,,0.0,0.0,,
1723044355.5883782,,,,0.0,0.0,,
1723044355.5922463,,,,0.0,0.0,,
1723044355.5938916,0.014704249886959592,0.012576736077103289,-0.0016604075540354263,,,,
1723044355.5963376,,,,0.0,0.0,,
1723044355.6002626,,,,0.0,0.0,,
1723044355.6042788,,,,0.0,0.0,,
1723044355.6072683,0.01935155622910703,0.011185430349603488,-0.0011429626354700025,,,,
1723044355.6085312,,,,0.0,0.0,,
1723044355.6122866,,,,0.0,0.0,,
1723044355.6162944,,,,0.0,0.0,,
1723044355.6202533,,,,0.0,0.0,,
1723044355.62039,0.022506244269092104,0.009226437496082306,-0.0008180908456039366,,,,
1723044355.6242435,,,,0.0,0.0,,
1723044355.6283855,,,,0.0,0.0,,
1723044355.631337,0.02038761103531839,0.007675657311746983,0.00028044859327256355,,,,
1723044355.632301,,,,0.0,0.0,,
1723044355.6362803,,,,0.0,0.0,,
1723044355.6402721,,,,0.0,0.0,,
1723044355.6423001,0.02055067749528594,0.009870311606156338,-0.003270107377575183,,,,
1723044355.6443114,,,,0.0,0.0,,
1723044355.6484628,,,,0.0,0.0,,
1723044355.6523087,,,,0.0,0.0,,
1723044355.6562588,,,,0.0,0.0,,
1723044355.6602945,,,,0.0,0.0,,
1723044355.6603737,0.01821854565514987,0.013682368290460517,-0.0031787589630447814,,,,
1723044355.6642375,,,,0.0,0.0,,
1723044355.6684332,,,,0.0,0.0,,
1723044355.672289,,,,0.0,0.0,,
1723044355.675701,0.015460638593884643,0.013209807802977562,-0.001965314981370337,,,,
1723044355.6763017,,,,0.0,0.0,,
1723044355.68025,,,,0.0,0.0,,
1723044355.6842937,,,,0.0,0.0,,
1723044355.6884174,,,,0.0,0.0,,
1723044355.692287,,,,0.0,0.0,,
1723044355.695422,0.010632858879745476,0.012964617006144956,-0.0023524526943108593,,,,
1723044355.6962736,,,,0.0,0.0,,
1723044355.7002213,,,,0.0,0.0,,
1723044355.7042634,,,,0.0,0.0,,
1723044355.707222,0.011430542184659043,0.012574554362750364,-0.0019272072160998693,,,,
1723044355.7084398,,,,0.0,0.0,,
1723044355.712418,,,,0.0,0.0,,
1723044355.7163115,,,,0.0,0.0,,
1723044355.7194524,0.013970272553571963,0.011261414517092685,-0.0023934809994623726,,,,
1723044355.7203128,,,,0.0,0.0,,
1723044355.7243803,,,,0.0,0.0,,
1723044355.7284458,,,,0.0,0.0,,
1723044355.731027,0.016968075822037278,0.01170710497225577,-0.0011152323214791654,,,,
1723044355.7322805,,,,0.0,0.0,,
1723044355.7362487,,,,0.0,0.0,,
1723044355.7402735,,,,0.0,0.0,,
1723044355.7442865,,,,0.0,0.0,,
1723044355.7483654,,,,0.0,0.0,,
1723044355.7487073,0.0174784766883838,0.011945839595830432,-0.0018664978878881972,,,,
1723044355.752306,,,,0.0,0.0,,
1723044355.7562923,,,,0.0,0.0,,
1723044355.7602909,,,,0.0,0.0,,
1723044355.7627494,0.01509441220248126,0.012298456359314746,-0.0024568000341240966,,,,
1723044355.764342,,,,0.0,0.0,,
1723044355.7684116,,,,0.0,0.0,,
1723044355.7722716,,,,0.0,0.0,,
1723044355.7751973,0.013564253751341921,0.013396473750619399,-0.001687609590352213,,,,
1723044355.776421,,,,0.0,0.0,,
1723044355.7802172,,,,0.0,0.0,,
1723044355.784316,,,,0.0,0.0,,
1723044355.7905579,,,,0.0,0.0,,
1723044355.7922413,,,,0.0,0.0,,
1723044355.7937393,0.0168827811215551,0.014812282898119401,-0.002950796884568586,,,,
1723044355.7963142,,,,0.0,0.0,,
1723044355.800227,,,,0.0,0.0,,
1723044355.8042433,,,,0.0,0.0,,
1723044355.8084345,,,,0.0,0.0,,
1723044355.812238,,,,0.0,0.0,,
1723044355.8159182,0.017777373033736138,0.012842188067106235,-0.0021253821729889885,,,,
1723044355.8162882,,,,0.0,0.0,,
1723044355.8202572,,,,0.0,0.0,,
1723044355.8244674,,,,0.0,0.0,,
1723044355.828415,,,,0.0,0.0,,
1723044355.8311841,0.01924479901061113,0.012964981726135891,-0.0019150335380262679,,,,
1723044355.8322928,,,,0.0,0.0,,
1723044355.8362963,,,,0.0,0.0,,
1723044355.8402746,,,,0.0,0.0,,
1723044355.8442714,,,,0.0,0.0,,
1723044355.8467581,0.015078095671411922,0.012711347321781672,-0.001674171497305888,,,,
1723044355.8484206,,,,0.0,0.0,,
1723044355.8522222,,,,0.0,0.0,,
1723044355.8562741,,,,0.0,0.0,,
1723044355.8602273,,,,0.0,0.0,,
1723044355.861211,0.012003653167780006,0.011151726912896297,-0.0009732521417140878,,,,
1723044355.8643043,,,,0.0,0.0,,
1723044355.868335,,,,0.0,0.0,,
1723044355.8722556,,,,0.0,0.0,,
1723044355.8762908,,,,0.0,0.0,,
1723044355.8775506,0.01333271896159018,0.013162427148618034,-0.001769424555061928,,,,
1723044355.8802261,,,,0.0,0.0,,
1723044355.8842292,,,,0.0,0.0,,
1723044355.8883684,,,,0.0,0.0,,
1723044355.8896697,0.014851182936549088,0.010846859281779208,-0.0013310175541277009,,,,
1723044355.8922858,,,,0.0,0.0,,
1723044355.8962483,,,,0.0,0.0,,
1723044355.90022,,,,0.0,0.0,,
1723044355.9042735,,,,0.0,0.0,,
1723044355.9058578,0.01874157897640191,0.013579983619669738,-0.0021203642382030766,,,,
1723044355.9083812,,,,0.0,0.0,,
1723044355.9122722,,,,0.0,0.0,,
1723044355.9162676,,,,0.0,0.0,,
1723044355.9183478,0.014766863440485941,0.012897298922674185,-0.0025896613169254187,,,,
1723044355.9314494,0.01304603797403597,0.010685206502997223,-0.001539936490363903,,,,
1723044355.9340942,,,,0.0,0.0,,
1723044355.9362702,,,,0.0,0.0,,
1723044355.940559,,,,0.0,0.0,,
1723044355.9509506,0.012657913801264083,0.011631150985984468,-0.0014901122748620884,,,,
1723044355.9512167,,,,0.0,0.0,,
1723044355.9531634,,,,0.0,0.0,,
1723044355.9579136,,,,0.0,0.0,,
1723044355.9610136,,,,0.0,0.0,,
1723044355.964312,,,,0.0,0.0,,
1723044355.9674425,0.017305795318216504,0.010671232518508595,-0.0016107740737185913,,,,
1723044355.9689867,,,,0.0,0.0,,
1723044355.97224,,,,0.0,0.0,,
1723044355.9813,,,,0.0,0.0,,
1723044355.9813452,0.013070477538653357,0.011824227948636279,-0.0017672116314078287,,,,
1723044355.9842577,,,,0.0,0.0,,
1723044355.9906623,,,,0.0,0.0,,
1723044355.995348,0.010360598056190688,0.009558198127991243,0.00023731648854294837,,,,
1723044356.0007105,,,,0.0,0.0,,
1723044356.0132804,,,,0.0,0.0,,
1723044356.0149987,0.012641947107267466,0.009669361490749488,-0.001109806068454478,,,,
1723044356.0208106,,,,0.0,0.0,,
1723044356.0269988,,,,0.0,0.0,,
1723044356.0283184,,,,0.0,0.0,,
1723044356.0293438,0.018022526332351997,0.008910873305320519,-0.0004755198584913918,,,,
1723044356.0475597,0.01861094013539423,0.010422541598498886,-0.0008155253719295491,,,,
1723044356.048086,,,,0.0,0.0,,
1723044356.053277,,,,0.0,0.0,,
1723044356.0562134,,,,0.0,0.0,,
1723044356.0594175,0.01847237529647035,0.011087952561750122,-0.0028379000290901465,,,,
1723044356.0602112,,,,0.0,0.0,,
1723044356.0642312,,,,0.0,0.0,,
1723044356.06833,,,,0.0,0.0,,
1723044356.0751348,,,,0.0,0.0,,
1723044356.0763834,,,,0.0,0.0,,
1723044356.0768127,0.015318079711035633,0.010536948516520777,0.0005161348963899964,,,,
1723044356.0827014,,,,0.0,0.0,,
1723044356.0842638,,,,0.0,0.0,,
1723044356.0884604,,,,0.0,0.0,,
1723044356.090579,0.014208094797370167,0.013049415313658089,-0.0013232957334434977,,,,
1723044356.092375,,,,0.0,0.0,,
1723044356.0963037,,,,0.0,0.0,,
1723044356.1016746,,,,0.0,0.0,,
1723044356.102082,0.01708741063780146,0.011687269433677417,-0.0016858050237689387,,,,
1723044356.1042564,,,,0.0,0.0,,
1723044356.1084135,,,,0.0,0.0,,
1723044356.112262,,,,0.0,0.0,,
1723044356.116313,,,,0.0,0.0,,
1723044356.1181145,,,,,,0.30000001192092896,0.0
1723044356.1202168,,,,0.0,0.0,,
1723044356.1243458,,,,0.0,0.0,,
1723044356.128192,0.0170538064642788,0.011256594598035812,-0.0015692756143759429,,,,
1723044356.1292033,,,,0.002853000113368034,0.0,,
1723044356.132253,,,,0.002853000113368034,0.0,,
1723044356.1362412,,,,0.002853000113368034,0.0,,
1723044356.1402287,,,,0.016982340524817556,0.0,,
1723044356.1427794,0.012326341595342308,0.013172347973856224,-0.003978665649110337,,,,
1723044356.1443017,,,,0.016982340524817556,0.0,,
1723044356.1491525,,,,0.030439830799702652,0.0,,
1723044356.1549644,,,,0.030439830799702652,0.0,,
1723044356.1563163,,,,0.030439830799702652,0.0,,
1723044356.1583893,0.01228325139039238,0.01240762254391986,-0.0032618345969199995,,,,
1723044356.1624117,,,,0.04325741741201696,0.0,,
1723044356.1672356,,,,0.04325741741201696,0.0,,
1723044356.1693752,,,,0.05546552778091572,0.0,,
1723044356.17499,,,,0.05546552778091572,0.0,,
1723044356.1763616,,,,0.05546552778091572,0.0,,
1723044356.1780684,0.021381659309722897,0.010379507716585122,-0.0009904863730432428,,,,
1723044356.1802223,,,,0.06709314250177335,0.0,,
1723044356.1843445,,,,0.06709314250177335,0.0,,
1723044356.1909246,,,,0.0781678641426542,0.0,,
1723044356.192226,,,,0.0781678641426542,0.0,,
1723044356.1940615,0.024836664360837216,0.010376183709586793,-0.000581051777346598,,,,
1723044356.2003496,,,,0.08871598276951116,0.0,,
1723044356.2058916,,,,0.08871598276951116,0.0,,
1723044356.2082956,0.02080667595853046,0.010301301375464821,-0.0018491853844120562,,,,
1723044356.210888,,,,0.09876253835566108,0.0,,
1723044356.2122478,,,,0.09876253835566108,0.0,,
1723044356.2167645,,,,,,0.33043983578681946,0.000512989703565836
1723044356.2179341,,,,0.09876253835566108,0.0,,
1723044356.2204504,,,,0.10833138022368957,0.0,,
1723044356.2243142,,,,0.10833138022368957,0.0,,
1723044356.2304637,,,,0.11889263728571639,0.0,,
1723044356.2340791,,,,0.11889263728571639,0.0,,
1723044356.2364576,,,,0.11889263728571639,0.0,,
1723044356.2403698,,,,0.12895170657444385,0.0,,
1723044356.2441227,0.017841021554977347,0.009953561757696251,-0.0017220276343332902,,,,
1723044356.2478254,,,,0.12895170657444385,0.0,,
1723044356.2501647,,,,0.13853246711849232,0.013429899276964436,,
1723044356.252238,,,,0.13853246711849232,0.013429899276964436,,
1723044356.256314,,,,0.13853246711849232,0.013429899276964436,,
1723044356.2603157,,,,0.14765766249867127,2.1135022551521665e-11,,
1723044356.2661314,,,,0.14765766249867127,2.1135022551521665e-11,,
1723044356.2768793,,,,0.1563489548385227,0.015157101882404406,,
1723044356.2781885,0.025317766064897138,0.009693919906489122,0.0001934033455836863,,,,
1723044356.2802458,,,,0.1646269762276142,4.030789244047206e-11,,
1723044356.2854552,,,,0.1646269762276142,4.030789244047206e-11,,
1723044356.289776,,,,0.1725113776996544,0.01672395272947594,,
1723044356.292234,,,,0.1725113776996544,0.01672395272947594,,
1723044356.2963223,,,,0.1725113776996544,0.01672395272947594,,
1723044356.3002152,,,,0.1800208758816991,5.7700774713786984e-11,,
1723044356.3014014,0.029046031639373547,0.011266967576776367,3.9874617139478584e-05,,,,
1723044356.3043196,,,,0.1800208758816991,5.7700774713786984e-11,,
1723044356.3114715,,,,0.18717329742518757,0.01814533871467333,,
1723044356.3127491,,,,0.18717329742518757,0.01814533871467333,,
1723044356.3201513,,,,0.19398562132428315,7.347892086451147e-11,,
1723044356.3204854,,,,,,0.4289517104625702,0.0022734501399099827
1723044356.326892,,,,0.19398562132428315,7.347892086451147e-11,,
1723044356.3291981,,,,0.2051582588628087,0.01988887384583574,,
1723044356.3331692,0.028915783991372658,0.011905516531781584,-8.791996980608354e-05,,,,
1723044356.3357632,,,,0.2051582588628087,0.01988887384583574,,
1723044356.3371809,,,,0.2051582588628087,0.01988887384583574,,
1723044356.3403158,,,,0.21579963748637734,9.812560833322159e-11,,
1723044356.3442533,,,,0.21579963748637734,9.812560833322159e-11,,
1723044356.3518565,,,,0.2259350185563953,0.02190305722694166,,
1723044356.3530674,,,,0.2259350185563953,0.02190305722694166,,
1723044356.3556936,0.035009726550495154,0.011180482563956892,4.214012443945968e-05,,,,
1723044356.3632383,,,,0.23558846225653393,1.2048411573983842e-10,,
1723044356.364431,,,,0.23558846225653393,1.2048411573983842e-10,,
1723044356.3723047,,,,0.24478288470873094,0.02373024584216455,,
1723044356.3797023,,,,0.253540112373326,1.407668877295709e-10,,
1723044356.3808436,,,,0.253540112373326,1.407668877295709e-10,,
1723044356.387176,,,,0.253540112373326,1.407668877295709e-10,,
1723044356.3886468,0.04234366250470198,0.00857037089927653,0.0030207783241358085,,,,
1723044356.3893533,,,,0.2618809338624696,0.02538780009810674,,
1723044356.3922462,,,,0.2618809338624696,0.02538780009810674,,
1723044356.3962827,,,,0.2618809338624696,0.02538780009810674,,
1723044356.4021697,,,,0.2698251492898044,1.5916662432502449e-10,,
1723044356.4042299,,,,0.2698251492898044,1.5916662432502449e-10,,
1723044356.409068,,,,0.2773916172735694,0.026891468678625387,,
1723044356.4122393,,,,0.2773916172735694,0.026891468678625387,,
1723044356.4137096,0.055422370195135656,0.007678074599907755,0.002077000116888361,,,,
1723044356.4173667,,,,0.2773916172735694,0.026891468678625387,,
1723044356.4225717,,,,0.2845982997047064,1.7585814401921418e-10,,
1723044356.4242241,,,,0.2845982997047064,1.7585814401921418e-10,,
1723044356.4291508,,,,0.2914623043862428,0.028255538175556445,,
1723044356.4322321,,,,0.2914623043862428,0.028255538175556445,,
1723044356.4342606,,,,,,0.5355884432792664,0.004338090308010578
1723044356.4373636,,,,0.2914623043862428,0.028255538175556445,,
1723044356.4374516,0.06452558217145993,0.007227124084046977,0.005905636349299502,,,,
1723044356.4402149,,,,0.3030705022906061,1.9672906359513576e-10,,
1723044356.444275,,,,0.3030705022906061,1.9672906359513576e-10,,
1723044356.4491389,,,,0.3141267303846169,0.03045271958697361,,
1723044356.452243,,,,0.3141267303846169,0.03045271958697361,,
1723044356.4559648,0.07093953022540081,0.006912181283987271,0.003883109698728159,,,,
1723044356.458126,,,,0.3141267303846169,0.03045271958697361,,
1723044356.4603899,,,,0.3246572348327575,2.2111894260046228e-10,,
1723044356.4661415,,,,0.3246572348327575,2.2111894260046228e-10,,
1723044356.4691842,,,,0.334687013794389,0.032445916878829174,,
1723044356.4722607,,,,0.334687013794389,0.032445916878829174,,
1723044356.4762435,,,,0.334687013794389,0.032445916878829174,,
1723044356.4802346,,,,0.3442398767663949,2.432445009303841e-10,,
1723044356.4858885,,,,0.3442398767663949,2.432445009303841e-10,,
1723044356.489066,,,,0.35333850110408194,0.03425406773228915,,
1723044356.4922414,,,,0.35333850110408194,0.03425406773228915,,
1723044356.495265,0.07906969184896666,0.006263064183987392,0.004529047443648547,,,,
1723044356.4962537,,,,0.35333850110408194,0.03425406773228915,,
1723044356.500222,,,,0.36200448585451195,2.633159384979322e-10,,
1723044356.5042486,,,,0.36200448585451195,2.633159384979322e-10,,
1723044356.5091202,,,,0.370258403030059,0.03589435167318514,,
1723044356.5122237,,,,0.370258403030059,0.03589435167318514,,
1723044356.5162802,,,,0.370258403030059,0.03589435167318514,,
1723044356.5202584,,,,0.37811984644390884,2.815239638631617e-10,,
1723044356.52423,,,,0.37811984644390884,2.815239638631617e-10,,
1723044356.529168,,,,0.3856074782234301,0.03738235329739299,,
1723044356.5296614,0.08877293585886899,0.005144969130594635,0.0041393555686217495,,,,
1723044356.5322528,,,,0.3856074782234301,0.03738235329739299,,
1723044356.5362463,,,,0.3856074782234301,0.03738235329739299,,
1723044356.5402167,,,,0.39273907311183515,2.980415705899908e-10,,
1723044356.546302,,,,,,0.6246572136878967,0.006085579749196768
1723044356.546426,,,,0.39273907311183515,2.980415705899908e-10,,
1723044356.5490599,,,,0.40376678069622685,0.03914278975584966,,
1723044356.5523453,,,,0.40376678069622685,0.03914278975584966,,
1723044356.5550299,0.10320149722509393,0.007841604863938702,0.004742864990577833,,,,
1723044356.5603082,,,,0.41427012078498077,3.223685415831845e-10,,
1723044356.5643175,,,,0.41427012078498077,3.223685415831845e-10,,
